Unnamed: 0,date,user,id,retweet_count,like_count,tweet_location,tweet_content,Airline,airline_sentiment,airline_sentiment_confidence,latitude,longitude,Predicted_Sentiment,Sentiment_Confidence,Sentiment_Method
6224,2020-06-13 11:57:32+00:00,alan27808766,1.27177e+18,0,0,,"15)Then they fought again and she left the cockpit again!
https://t.co/FLdoQfObJP
#AmericaFirst #AirIndia #H1B #Pilot #aviation #pilotlife 
#India #America",airindia,neutral,0.6889,25.61,85.1414,Neutral,0.33413264751434324,ensemble
5639,2020-06-17 07:44:17+00:00,FauzanFazl,1.27316e+18,2,2,,@CGIFrankfurt @jetairways2020 @MEAIndia @IndianDiplomacy @eoiberlin @airindiain @JetAirways has the capacity &amp; capability to do repatriation flights. Apart from #AirIndia only Jet Airways has long haul aircrafts #Boeing777 #Airbus330 Pilots &amp; CabinCrew to assist with these repatriation flights #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways,airindia,negative,1.0,12.9716,77.5946,Neutral,0.3817200636863708,ensemble
3487,2020-07-04 15:27:51+00:00,Priyankaranjan_,1.27944e+18,0,0,"Pune, India",@makemytripcare @airindiain @makemytrip @makemytrip @makemytripcare @airindiain How can reschedule a flight if the status shows CANCELLED!!! please REFUND my amount #RefundPassengers #refund #airindia #MakeMyTrip #badcustomersevice #covidflights,airindia,neutral,0.6969,11.25,75.7667,Negative,0.4122398257255554,ensemble
5825,2020-06-15 14:39:01+00:00,rahimansari08,1.27254e+18,0,2,"Mumbai, India","@Sanjeev60963774 @DGCAIndia @flyspicejet @IndiGo6E Same thing with me.. i have three credit shell... when they are not capable to arrange a flight on particular route than why they are taking booking on that rout.
I m asking about mumbai to indore flight..
Three times they canceled.. take action please #indigo6e #indigoairlines",spicejet,negative,1.0,30.6915,76.8537,Negative,0.4917355298995971,ensemble
2799,2020-07-10 21:11:49+00:00,ians_india,1.2817e+18,2,1,New Delhi,"Citing the current dismal aviation scenario, #airindia is terminating the services of trainee cabin crew and cabin crew by withdrawing the offer of employment of those who were under training. https://t.co/BUo4V8zntJ",airindia,positive,1.0,25.7725,73.3233,Negative,0.6396053296089173,ensemble
5349,2020-06-19 06:43:44+00:00,ashutoshgpt92,1.27387e+18,1,2,,"@flyspicejet @flyspicejetFC do u have any custoner support? I have been trying to reach your team via email, phone for past 5 days and no reply from your side. My ticket got cancelled and no amount is in credit shell. What to do now. If you have shame then reply #spicejet",spicejet,positive,1.0,28.0181,73.3169,Negative,0.6797871897697448,ensemble
1533,2020-07-20 10:47:14+00:00,t3aojtmfxXKbvjz,1.28516e+18,0,0,,"From the very next time I want bangla in your ticket and you should give all the instruction in bangla whether its in cabin ir ground service. @IndiGo6E 
#indigo6e https://t.co/Lc32IQ9yvO",indigo,negative,1.0,22.2969,70.7984,Neutral,0.4676184296607971,ensemble
3238,2020-07-06 14:01:30+00:00,travelobiz,1.28014e+18,2,3,India,"Vistara May Resume International Flights By Year-End.

#Aviation #FlightResume #InternationalFlights #TravellingPostCOVID19 #Vistara #Airlines https://t.co/q57yFzqybg https://t.co/HbRP0LhZN5",vistara,negative,1.0,22.59,88.31,Neutral,0.4800809383392334,ensemble
1144,2020-07-23 11:59:03+00:00,Travelink7,1.28627e+18,2,2,"Kolkata, India","#airindia #allianceair #bastar #chattishgarh #hyderabad #jagdalpur #raipur #regionalconnectivityscheme 

Air Indiaâs regional subsidiary, Alliance Air, will add the remote Bastar area of Chhattisgarh to the Indianâ¦ https://t.co/9pA5RL0QgP",airindia,negative,0.6552,22.3,73.2,Neutral,0.5549318933486939,ensemble
1652,2020-07-19 06:21:28+00:00,PoulomiMSaha,1.28474e+18,7,30,"Mumbai & Delhi, India","Breaking! 

@AITCofficialâs leader in Rajya Sabha, @derekobrienmp writes to @HardeepSPuri 

Says, âWithdraw inhuman scheme of @airindiain which can force workers to go on Leave Without Pay for 5 years.â 

#AirIndia #Aviation https://t.co/KoRgVZZ2Cv",airindia,negative,1.0,15.2667,76.4,Negative,0.45583416223525997,ensemble
4625,2020-06-26 11:31:05+00:00,myindianodyssey,1.27648e+18,0,0,India,"AirPlane Taking off - #Vistara Flight from Ahmedabad - Delhi was a fantastic flight. So missing flying these days.: https://t.co/ry7ADRfVSN

#IncredibleIndia #India #Travel",vistara,negative,0.6253,16.9333,82.2167,Positive,0.6340158545494079,ensemble
3980,2020-06-30 09:49:18+00:00,gkadan,1.2779e+18,0,0,"New Delhi,India",@lalpathlabs what are your immediate plans 2 upload and share covid test forms now that #camscanner is banned in India. Your staff currently uses it 2 scan and share #airindia crew forms which INCLUDE #aadhar number @MoCA_GoI @airindiain #privacy @GoI_MeitY #IndiaPushesBackChina,airindia,negative,1.0,19.18,72.9633,Neutral,0.3657270312309265,ensemble
1174,2020-07-23 08:56:10+00:00,Sushantrsingh23,1.28622e+18,0,0,,"I tried to contact udchalo and udchalo isn't replying on whatsapp , udchalo isn't replying to mail , and they don't pick calls , now I don't know what to do .
Please resolve this issue.
 #IndiGo6E @udChalo @PMOIndia #indigoairlines @DGCAIndia",indigo,negative,1.0,12.3086,76.6531,Negative,0.5309018611907959,ensemble
5474,2020-06-18 12:56:19+00:00,VineetG23750085,1.2736e+18,0,0,"New Delhi, India",@airindiain @Saudi_2_IND_HYD #airindia  @airindiain are so hopeless. They don't even care to respond.,airindia,negative,1.0,27.18,78.02,Negative,0.7554791021347045,ensemble
3414,2020-07-05 11:50:52+00:00,ns24x7,1.27974e+18,0,0,,@airindiain You need to be more responsive to peopleâs complaints. I have not received any update on my lost baggage. #VandeBharatMission #airindia #vandebharatmissionphase3,airindia,negative,1.0,28.99,77.7,Negative,0.5568906688690185,ensemble
865,2020-07-24 18:43:07+00:00,divyajeevanngo,1.28673e+18,0,0,"Bhopal, India","@airindiain @MoCA_GoI #Airindia Hope Termination of trainee cabin crew will also be considered as no employee of #Airindia will be laid off@MoCA_GoI @airinidain 
#saveourjobs#help#help",airindia,negative,0.6644,16.9333,82.2167,Neutral,0.3700800776481628,ensemble
2742,2020-07-11 11:37:26+00:00,ishreysingh,1.28192e+18,0,0,,"@airindiain Your webpage is down and not allowing people to do web check-in

#AirIndia #webcheckin",airindia,negative,0.7118,25.35,74.6333,Negative,0.5718430026372273,ensemble
468,2020-07-28 14:58:12+00:00,Nagaraj01503424,1.28813e+18,0,0,,"@cgidubai @airindiain @FlyWithIX @MEAIndia @IndembAbuDhabi #HardeepSinghPuri #airindiaexpress #AirIndia My parents stay here in tourist visa, yesterday portal open at 4pm,but within few secs ,it indicate tickets got sold out.
we need to send back to India within Aug11 as per UAE Govt Rule.
How we send back them to #Tiruchirapalli?",airindia,neutral,0.6446,15.8667,74.5,Neutral,0.3850947332382202,ensemble
3393,2020-07-05 14:11:07+00:00,VimleshChaura11,1.27978e+18,0,0,,"Dear sir I am agree to take other destinations kindly arrange flight even from Dubai Sharjah abudhabi 
#vbm #airindia #airindiaexpress https://t.co/b0V4duFdQP",airindia,positive,1.0,26.847,80.947,Positive,0.6164249998092651,ensemble
3555,2020-07-03 22:36:27+00:00,NVaithi,1.27918e+18,1,1,,"International flights remain suspended till July 31 https://t.co/FWD74t2icN 
#VandeBharatMission #ResumeInternationalFlights
Not enough money made yet by #AirIndia ?
@HardeepSPuri @MoCA_GoI @PIB_India",airindia,negative,1.0,8.17,77.43,Negative,0.4336924741744995,ensemble
996,2020-07-24 05:57:57+00:00,YRWORLD2,1.28654e+18,0,0,,SPICEJET: CO DESIGNATION AS INDIAN SCHEDULED CARRIER TO UK #spicejet #bse #nse https://t.co/lsYJSU6zHn,spicejet,negative,1.0,15.36,75.125,Neutral,0.5523175477981567,ensemble
447,2020-07-28 17:58:28+00:00,bfarswani,1.28817e+18,0,0,DXB,Get this now and #travelinstyle! #creditcards #travelcreditcard #creditcardtips #sbicard #sbi #airindia #airindiacreditcard #travel #rewards #cashback #travelbenefits #travelmate #topcreditcards #India #financialplanning #bestbuy #Bestof2020 #creditcardsof2020 #CreditCards #fuel https://t.co/sN27e1JyF0,airindia,negative,1.0,16.3,80.45,Neutral,0.4044466495513916,ensemble
233,2020-07-30 05:40:58+00:00,abhasvsec,1.28871e+18,0,0,Singapore,"@HardeepSPuri Dear sir, please help add more flights to Singapore from Delhi.
Entry approval into Singapore on Aug 16 has been rejected for multiple people and it might be impossible for all of us to board the DEL-SIN #AirIndia flight",airindia,positive,0.6575,30.7353,76.7911,Negative,0.4760166049003601,ensemble
3437,2020-07-05 08:55:41+00:00,Aryan_warlord,1.2797e+18,9,29,"à¤¦à¤¿à¤²à¥à¤²à¥ à¤µà¤¾à¤²à¤¾ ,à¤à¤®à¤¶à¥à¤¦à¤ªà¥à¤° à¤à¤¾ à¤²à¤¡à¤¼à¤à¤¾","How @airindiain  bosses &amp;  aviation ministers misused taxpayer funds from the 1950's onwards to patronise artists &amp; buy expensive pieces of art instead of making #AirIndia focus on its core task of air transport .
While India wanted low cost tickets AI bosses bought art ! https://t.co/hxDbcdiWRd",airindia,negative,0.6806,26.1667,91.7667,Negative,0.517473698425293,ensemble
1078,2020-07-23 15:52:21+00:00,Rishabh2708,1.28633e+18,0,4,Delhi,"Air India Slashes 50% Monthly Allowance of Its Employees
Read more: https://t.co/2PmtCYeSrU
#AirIndia #AirIndiaflight #airindiacrew #MonthlySalary #Salary #salarycut #employee #employment #flight #flightattendant #flightcrew #pilot #COVID19 #coronavirus #CoronavirusPandemic #news",airindia,negative,1.0,27.15,78.3949,Negative,0.379258865070343,ensemble
3113,2020-07-07 13:25:45+00:00,Karmakar_manoj,1.28049e+18,1,3,"Mumbai, India","#Spicejet #DGCA #Creditshell #Airlinemafia
Refund policy of major airlines in case of flight suspension is completely unethical.Creditshell cartel is the new mafia.If a flight is being suspended by the airlines all passengers should be refunded the full amount no questions asked.",spicejet,positive,0.6608,25.25,87.0167,Negative,0.659989343547821,ensemble
3102,2020-07-07 14:23:17+00:00,Sri_AT72,1.28051e+18,1,1,"Coimbatore, India","@IndiGo6E sisters at @BLRAirport #flickr https://t.co/KPdeZV1szO @TRE_320 @a_flyguy @AvPhotoIn 

#IndiGo6E #Airbus #A320 #Airbus320 #AvGeek #Aviation #Photography #Plane #Spotter #PlaneSpotting #APIF #Bengaluru #Airport #BIAL",Unknown,negative,1.0,22.47,70.07,Neutral,0.551517105102539,ensemble
1893,2020-07-17 04:06:44+00:00,kkpalia,1.28398e+18,0,0,India,"@IndiGo6E @airindiain 
When is the next VBM flights from India to Singapore?
#indigo #AirIndia",airindia,negative,1.0,21.1539,79.0831,Neutral,0.5582966923713684,ensemble
6549,2020-06-10 16:38:15+00:00,Travelink7,1.27076e+18,0,0,"Kolkata, India","#airindia #aircraft #b777 #boeing 

Flag-carrier Air India is likely to get two custom-made B777 aircraft, which will be used to fly Prime Minister Narendra Modi and other top Indian dignitaries.
Boeing will deliverâ¦ https://t.co/m2QC0Og1RF",airindia,positive,0.69,26.7855,79.015,Neutral,0.5079733371734619,ensemble
642,2020-07-27 04:34:17+00:00,BinoiVerghese,1.28761e+18,0,0,,"I have booked a flight Chicago to Bangalore and return through Air India, which is impacted due to covid now I am not able to change my ticket or cancel the ticket kindly help #makemytrip #airindia https://t.co/BUkDHmseSw",airindia,negative,1.0,23.55,87.32,Negative,0.49287561178207395,ensemble
6406,2020-06-11 21:40:38+00:00,GovernanceInd05,1.2712e+18,1,1,,"@amitabhk87 The fear is, that very soon India might be the 

BURIAL GROUND FOR ENTREPRENEURS

Look what we have done with our Telecom sector ( #IDEA #Vodafone) Banking (#YesBank ), Aviation (#JetAirways , #Sahara etc) 

@CIIEvents @ficci_india @anandmahindra @WSJ @business @RNTata2000",jetairways,negative,1.0,28.6667,77.4167,Negative,0.5069744196891784,ensemble
1315,2020-07-22 03:25:55+00:00,AlbertP36580404,1.28578e+18,0,0,,"@DrPramodPSawant 
Sir, I am stranded here in Uzbekistan waiting to come, just cannot see any availability of flights #VBM, #AirIndia, #Hardeepsinghpuri
Please help, many are waiting, it's getting very unsafe here. Already registered with the Embassy, but nothing happening",airindia,positive,0.6868,12.9716,77.5946,Negative,0.5271506309509277,ensemble
5510,2020-06-18 06:39:13+00:00,FauzanFazl,1.27351e+18,2,1,,@AlexInAir @jetairways2020 @SkyNews @qatarairways #QatarAirways #AkbarAlBaker @JetAirways is available in OnePlusOne Offer. Any investor taking over @jetairways will eventually end up buying 2 Airlines #JetAirways &amp; #JetLite formerly #AirSahara. JetAirways has 2 Air Operator Certificates (AOC) #9W #JetRevival,jetairways,positive,0.363,20.2644,85.8281,Neutral,0.45844924449920654,ensemble
1420,2020-07-21 05:45:48+00:00,PranjalPujare,1.28545e+18,0,0,"Mumbai, India","#AirIndia unions reject 'abominable' compulsory leave without pay plan
https://t.co/AqPZBVye8b",airindia,negative,1.0,20.7333,77.0,Negative,0.6011346048355103,ensemble
3833,2020-07-01 08:29:43+00:00,FauzanFazl,1.27824e+18,1,1,,@HardeepSPuri @JetAirways has the capacity &amp; capability to do repatriation flights. Apart from #AirIndia only Jet Airways has long haul aircrafts #Boeing777 #Airbus330 Pilots &amp; CabinCrew to assist with these repatriation flights #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways,airindia,negative,0.6735,12.8703,74.8806,Neutral,0.35621908664703367,ensemble
169,2020-07-30 14:31:08+00:00,shilpa0301,1.28884e+18,0,0,,@airindiain Agents still charging more. All agents asking for more than 95000INR #AirIndia please provide some other way to book ticket from Delhi to Toronto. Website shows everything sold.,airindia,neutral,1.0,11.93,79.83,Neutral,0.3151275873184204,ensemble
1623,2020-07-19 13:15:15+00:00,rishabshhhh,1.28484e+18,0,0,,"@airvistara claims to be good at its service but no one answers your calls when you call at the customer care. 
The flights got scheduled and im no longer interested in travelling on the dates provided by @airvistara. How am i suppose to get my refund ? #airlines #vistara https://t.co/zBVZOYpXNA",vistara,neutral,1.0,19.0833,74.7333,Negative,0.6298520986557007,ensemble
393,2020-07-29 06:23:42+00:00,tweets_vivek03,1.28836e+18,0,0,India,"@HardeepSPuri While @airindiain basks in the glory of VBM, let this side of the picture be shown too. Holding the refund amount for flight cancellations for 4.5 months by the national carrier..unbelievable. #AirIndia #CustomerService #CustomerExperience",airindia,neutral,1.0,17.7333,83.3167,Negative,0.4679700493812561,ensemble
5476,2020-06-18 12:51:12+00:00,kullthakur,1.2736e+18,1,0,"Munich, Bavaria","Air India flight AI-121 DEL-FRA on 26/Jun/2020 stands cancelled.
AI TOLL  0124-2641407 / 020-26231407 / 1860 233 1407
 #AirIndia #HardeepSinghPuri could you please provide me another flight! My flight has canceled which was schedule on 26th to Frankfurt!",airindia,positive,1.0,9.9197,78.1194,Negative,0.4803526282310486,ensemble
4368,2020-06-28 16:38:36+00:00,NVaithi,1.27728e+18,0,2,,@airindiain Not helping much..almost all flights from DEL/BOM ..difficult to avail for int'l traveler from far South Indian districts in TN/Kerala..we need good connecting flights from TRV/Madurai to DEL/BOM/DXB/DOH.. #AirIndia #ResumeInternationalFlights #VandeBharatMission,airindia,negative,0.627,16.5167,80.6167,Negative,0.3966301321983337,ensemble
3838,2020-07-01 08:25:11+00:00,FauzanFazl,1.27824e+18,2,3,,"@SimonCalder Really Sad News! I hope some of these Pilots, Cabin Crew get absorbed with @JetAirways as it's on the verge of revival. #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways",jetairways,negative,1.0,23.55,87.32,Negative,0.3538321861267089,ensemble
2771,2020-07-11 06:42:39+00:00,muralikrrish279,1.28184e+18,0,1,,#airindia #airindiain I am not able to check in to my flight to Vancouver on 13 July 3.30am online. Getting this error https://t.co/gjz81F0ei6,airindia,positive,0.6755,17.9229,77.5175,Negative,0.6796957507133483,ensemble
5990,2020-06-14 13:28:10+00:00,FauzanFazl,1.27216e+18,2,3,,@jetairways2020 @GrantThorntonIN @TheOfficialSBI @HardeepSPuri @JetAirways has the capacity &amp; capability to do repatriation flights. Apart from #AirIndia only Jet Airways has long haul aircrafts #Boeing777 #Airbus330 Pilots &amp; CabinCrew to assist with these repatriation flights #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways,airindia,positive,1.0,28.9958,77.0114,Neutral,0.37145871877670283,ensemble
3378,2020-07-05 17:59:28+00:00,SanjoyRoyTWA,1.27984e+18,6,18,"New Delhi, Delhi","@bainjal. @mkvenu1. 
Last heard some have long been stolen and a photocopy of the original is what remains. #AirIndia https://t.co/N2pjTUgabR",airindia,neutral,1.0,15.48,73.83,Negative,0.3853904721260071,ensemble
1720,2020-07-18 09:10:17+00:00,Reetuparna5,1.28442e+18,2,9,"Verona, Veneto","#Vistara some days before I tagged you saying your customer service is good. Today I got text for my cancelled kol-Delhi flight less than 48 hours of departure then, I am calling for refund, now no one receivesð¤·ð»ââï¸ did I make mistake of prasing you in tweeter?",vistara,negative,1.0,19.88,75.32,Negative,0.5116424785614013,ensemble
6022,2020-06-14 10:09:09+00:00,RishiNarayan9,1.27211e+18,1,2,,Who gave #SpiceJet right to put my money in credit shell .. this is totally unacceptable they could have given option .. i dont why #DGCA #consumerprotection is mute spectator of this bullishness.. #HardeepSinghPuri Sir we need your intervention to end this arbitrary decision..,spicejet,positive,0.6774,18.5196,73.8553,Negative,0.5749398073196411,ensemble
3245,2020-07-06 13:45:34+00:00,FauzanFazl,1.28014e+18,1,1,,@PRA24 @TPGCapital @tpg @mubadala #ADIA @JetAirways is available in OnePlusOne Offer. Any investor taking over JetAirways will eventually end up buying 2 Airlines #JetAirways &amp; #JetLite formerly #AirSahara JetAirways has 2 Air Operator Certificates (AOC) #9W #JetRevival #MakeJetFlyAgain,jetairways,negative,1.0,28.364,79.415,Neutral,0.432177472114563,ensemble
4122,2020-06-29 15:56:37+00:00,FauzanFazl,1.27763e+18,2,2,,@AAI_Official @aaitutairport @DGCAIndia @HardeepSPuri @ushapadhee1996 @MoCA_GoI @PIB_India @PIBHindi @MIB_India @MIB_Hindi @mygovindia @JetAirways has the capacity &amp; capability to do repatriation flights. Apart from #AirIndia only Jet Airways has long haul aircrafts #Boeing777 #Airbus330 Pilots &amp; CabinCrew to assist with these repatriation flights #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways,airindia,negative,0.6484,31.1033,77.1722,Neutral,0.40102799892425534,ensemble
6339,2020-06-12 09:14:47+00:00,suchiisk,1.27137e+18,0,1,,"Been trying to book air ticket for my mother stranded in San Francisco. But seems like Air India won't co-operate. They are neither refunding the amount already paid, nor rescheduling the flight. #airindia #VandeBharathMission @airindiain @PMOIndia @HardeepSPuri @drharshvardhan",airindia,positive,1.0,21.4704,83.9701,Negative,0.5172334671020508,ensemble
217,2020-07-30 08:06:51+00:00,TravelsJournies,1.28875e+18,0,0,https://goo.gl/maps/bMSh3J6pmo,"#VandeBharatMission #AirIndia #Phase5
From Doha to
CCJ â 1,8 AUG
CNN - 05 AUG
TRV - 6,13 AUG
COK -9 AUG
TRZ -3,8,15 AUG
MAA - 7,14 AUG 
BOM - 12,14 AUG 
ATQ - 09 AUG 
HYD - 14 AUG 

Please contact us Journies travels - 44277077  
Mobile/Whatsap -33319020, 33319030, 33319060 https://t.co/8mBbcdZmuh",airindia,negative,0.664,22.2969,70.7984,Neutral,0.5511739253997803,ensemble
2798,2020-07-10 21:30:35+00:00,HarjotSinghCha4,1.2817e+18,1,1,,Good job @airindiain . My first ever flight with you guys . Mumbai to Delhi. Your ground team was so helpful and gentle . Though your flight was delayed a bit still  I would consider to travel with you'll again. #airindia https://t.co/DUeQKFh6G2,airindia,neutral,1.0,21.6425,69.6047,Positive,0.8460646541595459,ensemble
2095,2020-07-16 02:20:00+00:00,BureaucracyBuzz,1.28359e+18,0,1,Mumbai,"Air India: Its offices will operate at full strength from July 20 and employees who don't attend office will have to apply for leave or will be marked absent. 
#AirIndia @AAI_Official",airindia,negative,1.0,28.4333,77.3167,Neutral,0.4087509512901306,ensemble
2153,2020-07-15 17:30:28+00:00,FazalRahim_,1.28345e+18,0,0,"Puttur, India","New Masterstroke:

Firing from a job is now renamed as unpaid leave of 5 years
#AirIndia https://t.co/PI3Y8eAyOg",airindia,negative,1.0,28.0181,73.3169,Neutral,0.4158796906471252,ensemble
1954,2020-07-16 15:17:59+00:00,MusafirNamah,1.28378e+18,0,0,"New York, US & Delhi, India","#coronavirusindia Air India CMD Rajiv Bansal says Air India and Air India Express operated 1,103 flights, bringing back 2,08,000 Indians under Vande Bharat Mission over the last 4 months
#CoronaVirus #Covid19 #pandemic #airindia #aviation #airline #VandeBharatMission #flights",airindia,negative,1.0,19.15,77.3333,Neutral,0.43751796483993527,ensemble
3803,2020-07-01 09:44:29+00:00,saidevaraju,1.27826e+18,0,0,,@IndiGo6E if boarding gets denied..! Can i get my money back  after cancellation before flight moves ? @IndiGo6E #indigoairlines,indigo,negative,1.0,23.3556,85.3347,Negative,0.5238251775741577,ensemble
1670,2020-07-18 21:49:25+00:00,LiveFromALounge,1.28461e+18,1,2,instagram.com/livefromalounge,Air India to operate 180 flights between India &amp; USA. Bookings start 8 PM IST / 10:30 AM Eastern : https://t.co/iAlpU2Ol0F #AirIndia #CoVid19 #RepatriationFlightsToIndia #VandeBharat by Ajay https://t.co/cdwdxafrHF,airindia,positive,1.0,21.6425,69.6047,Neutral,0.5608838081359863,ensemble
625,2020-07-27 06:20:42+00:00,Sachinkr07,1.28763e+18,1,0,,"Even i spoked with your customer care executive he has no clue what is going on..he told me we will let you know in august 
Is this a joke..?#AirIndia",airindia,neutral,0.6891,16.7,74.2333,Negative,0.40709009170532223,ensemble
4180,2020-06-29 11:52:25+00:00,AviationIndeed,1.27757e+18,0,4,Delhi,"The government of India has put Air India on sale again by extending the deadline to 31st August 2020. This is the third time when the government has put such an extension.

#AirIndia #airindiaexpress #government https://t.co/TcvgEtJRzK",airindia,negative,1.0,16.5167,80.6167,Neutral,0.4799529790878296,ensemble
5920,2020-06-15 03:36:12+00:00,Dailyaddaa,1.27237e+18,0,0,New Delhi,"Passengers start arriving at Colombo Airport for the special #AirIndia flight AI 1202 for repatriation of stranded Indian nationals from Sri Lanka under the 3rd phase of #VandeBharatMission: High Commission of India in Colombo, Sri Lanka(ANI) https://t.co/w6vK0PJQaG",airindia,neutral,0.3674,15.8667,74.5,Neutral,0.5590458154678345,ensemble
1109,2020-07-23 13:56:56+00:00,ians_india,1.2863e+18,0,1,New Delhi,"Recent decisions of #AirIndia Board regarding rationalization of staff cost were reviewed in a meeting at @MoCA_goi this evening.The meeting reiterated that unlike other carriers which have laid off large no. of their employees, no employee of AirIndia will be laid off: Air India https://t.co/eX5vDrHc25",airindia,neutral,1.0,11.93,79.83,Neutral,0.4674709609576634,ensemble
4865,2020-06-23 17:51:50+00:00,Yajur_v,1.27549e+18,0,0, ðª ð­ ,"Remembering Air India Flight 182 âï¸. On June 23, 1985, Air India 182 left Canada, bound for New Delhi. Four hours after takeoff, a bomb ripped through the baggage compartment, killing all 329 people on board. #AirIndia182 #Canada #India #AirIndia #Khalistan https://t.co/MtuiRWoF7H",airindia,neutral,0.6732,22.47,88.11,Negative,0.7567164914131165,ensemble
2268,2020-07-15 13:52:24+00:00,amishnarang,1.2834e+18,8,13,,"Air India sends employee on compulsory leave, thats the new way of firing 
@narendramodi this is ur atamnirbar Bharat
#AirIndia 
@NeerinderS @brinderdhillon  @LubanaManoj @Rahul5638 @Karanrandhawa44 @garg__jatin @SatishSingh255 @IYCPunjab @thetribunechd @ndtv @dhruv_rathee https://t.co/VQ9byOnvMu",airindia,negative,1.0,25.15,82.58,Neutral,0.44688838720321655,ensemble
5677,2020-06-16 23:45:32+00:00,FauzanFazl,1.27304e+18,1,1,,"@Tom86260725 @SkyNews Really Sad News! I hope some of these Pilots, Cabin Crew get absorbed with @JetAirways as it's on the verge of revival. #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways",jetairways,neutral,1.0,31.6167,74.85,Negative,0.3557940432071685,ensemble
5057,2020-06-22 13:52:12+00:00,Chandrakantnair,1.27506e+18,0,0,,Credit shield which i may now not need but they have the audacity to mention that they cannot do anything abt the hard earned money of mine and they will block it for their convenience and minting interest over it. #SpiceJet,spicejet,negative,1.0,11.93,79.83,Negative,0.5525900840759277,ensemble
2423,2020-07-14 17:40:34+00:00,GwrtheyrnJay,1.28309e+18,0,0,,@airindiain would anyone care to answer? #AirIndia #badcustomerservice #dgca,airindia,negative,0.6424,25.7725,73.3233,Negative,0.29385825991630554,ensemble
469,2020-07-28 14:52:40+00:00,indiacom,1.28813e+18,0,2,India,"These flights will operate from major Indian cities including Mumbai, Ahmedabad, Delhi, Chennai, Kochi and Bengaluru.
#AirIndia #VandeBharatMissionphase5 #internationalflights 

https://t.co/qv2Cyi9sb6",airindia,negative,1.0,17.3333,76.8333,Neutral,0.5662682890892029,ensemble
2228,2020-07-15 15:08:54+00:00,ChaiMetParleG,1.28342e+18,0,3,"New Delhi, India","Sounds like sending bear grylls to all those forests without ants/frogs to eat.
#AirIndia https://t.co/iqbDHFv7Dx",airindia,positive,1.0,27.2172,77.49,Neutral,0.29905335903167723,ensemble
4856,2020-06-23 19:15:58+00:00,adultingBlike,1.27551e+18,0,0,Canada,"35 years ago 280 Canadians lost their lives in the deadliest territorist attack in Canadian history. Canada at the time looked at the loss of life as India, not Canadaâs, grief. Presently, our countryâs deadliest terrorist attack is barely remembered. #AirIndia",airindia,neutral,0.6056,14.6833,77.6,Negative,0.8189462313652038,ensemble
6327,2020-06-12 13:40:50+00:00,surkabra,1.27144e+18,2,0,,"#indigo #indigoairlines #happyeasygo 
I cancelled my flight and got credit shell and now I want to utilise it so whatever flight is was opting #happyeasygo tell me it's not available but when I go #indigo website it's showing available. Can you please help me in booking my Flight",indigo,negative,1.0,26.12,85.3833,Neutral,0.29959147810935977,ensemble
3819,2020-07-01 08:41:43+00:00,FauzanFazl,1.27825e+18,1,1,,"@SITCPLA_Iberia Really Sad News! I hope some of these Pilots, Cabin Crew get absorbed with @JetAirways as it's on the verge of revival. #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways",jetairways,negative,1.0,19.3,72.85,Negative,0.3538321861267089,ensemble
6586,2020-06-10 11:37:31+00:00,gprashant2005,1.27068e+18,0,0,"Korba, Bhilai, Pune, Bangalore",#AirIndia Please let us know if flight is there or cancelled? https://t.co/hebwHthGTC,airindia,neutral,0.6559,18.5196,73.8553,Neutral,0.42194427251815797,ensemble
6203,2020-06-13 14:06:00+00:00,kpracash,1.27181e+18,0,0,"South Brunswick, NJ",#VandeBharatMission #AirIndia #HardeepSinghPuri  I just booked a ticket for my family from JFK to Delhi for 22nd June. Thank you Air India and Hardeep sir. My final destination is Hyderabad. Do I need to book a separate ticket from Delhi to Hyderabad. Please suggest,airindia,positive,0.6646,12.9716,77.5946,Positive,0.49501579484939573,ensemble
230,2020-07-30 06:11:49+00:00,draveller,1.28872e+18,0,12,,@IndiGo6E yeah sure! But when will you give the cash back for the tickets I had booked and the flights got cancelled ? #airlines #CoronaInIndia  #indigo6e https://t.co/95YRZrJOz1,indigo,positive,0.6899,22.59,88.31,Negative,0.32850822415351866,ensemble
6467,2020-06-11 08:41:22+00:00,sharath6777,1.271e+18,0,0,,"@airindiain i have a domestic flight from Hyderabad to delhi and an international from delhi to Chicago same day. Can you please combine the PNR so i dont have to checkin baggage multiple places ?
#AirIndia #VandeBharatMission",airindia,negative,1.0,20.45,85.8667,Neutral,0.4766896605491638,ensemble
3139,2020-07-07 08:27:59+00:00,NC_Chronicle,1.28042e+18,0,1,"New Delhi, India",Haunting Past: Frontrunner for #AirIndia Ops director comes under criticism - https://t.co/tjQc9KhcVm,airindia,negative,1.0,27.8804,79.905,Negative,0.545828042602539,ensemble
